Name,Team,Role,Matchday,Vote
BRIGHENTI, Frosinone, D, 9, 6.0
BRIGHENTI, Frosinone, D, 10, 6.0
BRIGHENTI, Frosinone, D, 11, 6.0
BRIGHENTI, Frosinone, D, 12, 6.0
BRIGHENTI, Frosinone, D, 13, 6.0
BRIGHENTI, Frosinone, D, 14, 6.0
BRIGHENTI, Frosinone, D, 15, 6.0
BRIGHENTI, Frosinone, D, 16, 6.0
BRIGHENTI, Frosinone, D, 17, 6.0
BRIGHENTI, Frosinone, D, 18, 6.0
BRIGHENTI, Frosinone, D, 19, 6.0
BRIGHENTI, Frosinone, D, 20, 4.0
BRIGHENTI, Frosinone, D, 21, 6.0
BRIGHENTI, Frosinone, D, 22, 6.0
BRIGHENTI, Frosinone, D, 23, 6.0
BRIGHENTI, Frosinone, D, 24, 6.0
BRIGHENTI, Frosinone, D, 25, 6.0
BRIGHENTI, Frosinone, D, 26, 6.0
BRIGHENTI, Frosinone, D, 27, 6.0
BRIGHENTI, Frosinone, D, 28, 6.0
BRIGHENTI, Frosinone, D, 29, 5.5
BRIGHENTI, Frosinone, D, 30, 5.5
BRIGHENTI, Frosinone, D, 31, 6.0
BRIGHENTI, Frosinone, D, 32, 6.0
BRIGHENTI, Frosinone, D, 33, 6.0
BRIGHENTI, Frosinone, D, 34, 5.5
BRIGHENTI, Frosinone, D, 35, 5.0
BRIGHENTI, Frosinone, D, 36, 5.0
BRIGHENTI, Frosinone, D, 37, 5.5
BRIGHENTI, Frosinone, D, 38, 6.0
BRUNO ALVES, Parma, D, 1, 6.0
BRUNO ALVES, Parma, D, 2, 6.0
BRUNO ALVES, Parma, D, 3, 6.0
BRUNO ALVES, Parma, D, 4, 6.0
BRUNO ALVES, Parma, D, 5, 6.0
BRUNO ALVES, Parma, D, 6, 6.0
BRUNO ALVES, Parma, D, 7, 6.0
BRUNO ALVES, Parma, D, 8, 6.0
BRUNO ALVES, Parma, D, 9, 6.0
BRUNO ALVES, Parma, D, 10, 6.0
BRUNO ALVES, Parma, D, 11, 6.0
BRUNO ALVES, Parma, D, 12, 6.0
BRUNO ALVES, Parma, D, 13, 6.0
BRUNO ALVES, Parma, D, 14, 6.0
BRUNO ALVES, Parma, D, 15, 6.0
BRUNO ALVES, Parma, D, 16, 6.0
BRUNO ALVES, Parma, D, 17, 6.0
BRUNO ALVES, Parma, D, 18, 6.0
BRUNO ALVES, Parma, D, 19, 6.0
BRUNO ALVES, Parma, D, 20, 6.0
BRUNO ALVES, Parma, D, 21, 6.0
BRUNO ALVES, Parma, D, 22, 6.0
BRUNO ALVES, Parma, D, 23, 6.0
BRUNO ALVES, Parma, D, 24, 6.0
BRUNO ALVES, Parma, D, 25, 6.0
BRUNO ALVES, Parma, D, 26, 6.0
BRUNO ALVES, Parma, D, 27, 6.0
BRUNO ALVES, Parma, D, 28, 6.0
BRUNO ALVES, Parma, D, 29, 6.0
BRUNO ALVES, Parma, D, 30, 6.0
BRUNO ALVES, Parma, D, 31, 6.0
BRUNO ALVES, Parma, D, 32, 6.0
BRUNO ALVES, Parma, D, 33, 6.0
BRUNO ALVES, Parma, D, 34, 6.0
BRUNO ALVES, Parma, D, 35, 6.0
BRUNO ALVES, Parma, D, 36, 6.0
BRUNO ALVES, Parma, D, 37, 6.0
BRUNO ALVES, Parma, D, 38, 6.0
CACCIATORE, Chievo, D, 1, 6.5
CACCIATORE, Chievo, D, 2, 6.0
CACCIATORE, Chievo, D, 3, 6.0
CACCIATORE, Chievo, D, 4, 6.0
CACCIATORE, Chievo, D, 5, 5.0
CACCIATORE, Chievo, D, 6, 5.0
CACCIATORE, Chievo, D, 7, 5.5
CACCIATORE, Chievo, D, 8, 6.0
CACCIATORE, Chievo, D, 9, 6.0
CACCIATORE, Chievo, D, 10, 6.0
CACCIATORE, Chievo, D, 11, 6.0
CACCIATORE, Chievo, D, 12, 6.0
CACCIATORE, Chievo, D, 13, 6.0
CACCIATORE, Chievo, D, 14, 5.5
CACCIATORE, Chievo, D, 15, 6.0
CACCIATORE, Chievo, D, 16, 6.0
CACCIATORE, Chievo, D, 17, 6.0
CACCIATORE, Chievo, D, 18, 6.0
CACCIATORE, Chievo, D, 19, 6.0
CACCIATORE, Chievo, D, 20, 6.0
CACCIATORE, Chievo, D, 21, 6.0
CACCIATORE, Chievo, D, 22, 6.0
CACCIATORE, Chievo, D, 23, 6.0
CACCIATORE, Chievo, D, 24, 6.0
CACCIATORE, Chievo, D, 25, 6.0
CACCIATORE, Chievo, D, 26, 6.0
CACCIATORE, Chievo, D, 27, 6.0
CACCIATORE, Chievo, D, 28, 8.0
CACCIATORE, Chievo, D, 29, 7.5
CACCIATORE, Chievo, D, 30, 6.0
CACCIATORE, Chievo, D, 31, 5.5
CACCIATORE, Chievo, D, 32, 6.0
CACCIATORE, Chievo, D, 33, 6.0
CACCIATORE, Chievo, D, 34, 5.0
CACCIATORE, Chievo, D, 35, 5.5
CACCIATORE, Chievo, D, 36, 5.0
CACCIATORE, Chievo, D, 37, 6.5
CACCIATORE, Chievo, D, 38, 6.0
CACERES, Lazio, D, 1, 6.0
CACERES, Lazio, D, 2, 6.0
CACERES, Lazio, D, 3, 6.0
CACERES, Lazio, D, 4, 6.0
CACERES, Lazio, D, 5, 6.0
CACERES, Lazio, D, 6, 6.0
CACERES, Lazio, D, 7, 5.0
CACERES, Lazio, D, 8, 6.0
CACERES, Lazio, D, 9, 6.0
CACERES, Lazio, D, 10, 6.0
CACERES, Lazio, D, 11, 6.0
CACERES, Lazio, D, 12, 6.0
CACERES, Lazio, D, 13, 6.0
CACERES, Lazio, D, 14, 6.0
CACERES, Lazio, D, 15, 6.0
CACERES, Lazio, D, 16, 6.0
CACERES, Lazio, D, 17, 6.0
CACERES, Lazio, D, 18, 6.0
CACERES, Lazio, D, 19, 6.0
CACERES, Lazio, D, 20, 6.0
CACERES, Lazio, D, 21, 6.0
CACERES, Lazio, D, 22, 5.5
CACERES, Lazio, D, 23, 6.0
CACERES, Lazio, D, 24, 6.0
CACERES, Lazio, D, 25, 6.0
CACERES, Lazio, D, 26, 6.0
CACERES, Lazio, D, 27, 6.5
CACERES, Lazio, D, 28, 4.5
CACERES, Lazio, D, 29, 5.5
CACERES, Lazio, D, 30, 6.5
CACERES, Lazio, D, 31, 6.0
CACERES, Lazio, D, 32, 6.0
CACERES, Lazio, D, 33, 6.0
CACERES, Lazio, D, 34, 6.0
CACERES, Lazio, D, 35, 6.0
CACERES, Lazio, D, 36, 6.0
CACERES, Lazio, D, 37, 6.0
CACERES, Lazio, D, 38, 6.0
CALABRESI, Bologna, D, 1, 6.0
CALABRESI, Bologna, D, 2, 6.0
CALABRESI, Bologna, D, 3, 6.0
CALABRESI, Bologna, D, 4, 6.0
CALABRESI, Bologna, D, 5, 6.5
CALABRESI, Bologna, D, 6, 4.5
CALABRESI, Bologna, D, 7, 6.0
CALABRESI, Bologna, D, 8, 5.0
CALABRESI, Bologna, D, 9, 9.5
CALABRESI, Bologna, D, 10, 5.5
CALABRESI, Bologna, D, 11, 6.0
CALABRESI, Bologna, D, 12, 4.5
CALABRESI, Bologna, D, 13, 5.0
CALABRESI, Bologna, D, 14, 5.0
CALABRESI, Bologna, D, 15, 6.0
CALABRESI, Bologna, D, 16, 6.0
CALABRESI, Bologna, D, 17, 6.0
CALABRESI, Bologna, D, 18, 5.0
CALABRESI, Bologna, D, 19, 6.0
CALABRESI, Bologna, D, 20, 5.5
CALABRESI, Bologna, D, 21, 5.0
CALABRESI, Bologna, D, 22, 6.0
CALABRESI, Bologna, D, 23, 6.0
CALABRESI, Bologna, D, 24, 6.0
CALABRESI, Bologna, D, 25, 6.0
CALABRESI, Bologna, D, 26, 6.0
CALABRESI, Bologna, D, 27, 6.0
CALABRESI, Bologna, D, 28, 6.0
CALABRESI, Bologna, D, 29, 6.0
CALABRESI, Bologna, D, 30, 4.5
CALABRESI, Bologna, D, 31, 6.0
CALABRESI, Bologna, D, 32, 6.0
CALABRESI, Bologna, D, 33, 6.0
CALABRESI, Bologna, D, 34, 6.0
CALABRESI, Bologna, D, 35, 5.0
CALABRESI, Bologna, D, 36, 6.0
CALABRESI, Bologna, D, 37, 6.0
CALABRESI, Bologna, D, 38, 6.0
CALABRIA, Milan, D, 1, 6.0
CALABRIA, Milan, D, 2, 9.0
CALABRIA, Milan, D, 3, 6.0
CALABRIA, Milan, D, 4, 6.5
CALABRIA, Milan, D, 5, 5.0
CALABRIA, Milan, D, 6, 5.5
CALABRIA, Milan, D, 7, 6.0
CALABRIA, Milan, D, 8, 6.0
CALABRIA, Milan, D, 9, 5.5
CALABRIA, Milan, D, 10, 5.0
CALABRIA, Milan, D, 11, 6.0
CALABRIA, Milan, D, 12, 6.0
CALABRIA, Milan, D, 13, 6.0
CALABRIA, Milan, D, 14, 6.0
CALABRIA, Milan, D, 15, 6.0
CALABRIA, Milan, D, 16, 5.5
CALABRIA, Milan, D, 17, 5.5
CALABRIA, Milan, D, 18, 5.5
CALABRIA, Milan, D, 19, 6.5
CALABRIA, Milan, D, 20, 6.0
CALABRIA, Milan, D, 21, 6.0
CALABRIA, Milan, D, 22, 5.5
CALABRIA, Milan, D, 23, 8.0
CALABRIA, Milan, D, 24, 7.0
CALABRIA, Milan, D, 25, 6.0
CALABRIA, Milan, D, 26, 6.0
CALABRIA, Milan, D, 27, 6.0
CALABRIA, Milan, D, 28, 5.0
CALABRIA, Milan, D, 29, 5.5
CALABRIA, Milan, D, 30, 5.0
CALABRIA, Milan, D, 31, 5.0
CALABRIA, Milan, D, 32, 6.5
CALABRIA, Milan, D, 33, 6.0
CALABRIA, Milan, D, 34, 6.0
CALABRIA, Milan, D, 35, 6.0
CALABRIA, Milan, D, 36, 6.0
CALABRIA, Milan, D, 37, 6.0
CALABRIA, Milan, D, 38, 6.0
CALDARA, Milan, D, 1, 6.0
CALDARA, Milan, D, 2, 6.0
CALDARA, Milan, D, 3, 6.0
CALDARA, Milan, D, 4, 6.0
CALDARA, Milan, D, 5, 6.0
CALDARA, Milan, D, 6, 6.0
CALDARA, Milan, D, 7, 6.0
CALDARA, Milan, D, 8, 6.0
CALDARA, Milan, D, 9, 6.0
CALDARA, Milan, D, 10, 6.0
CALDARA, Milan, D, 11, 6.0
CALDARA, Milan, D, 12, 6.0
CALDARA, Milan, D, 13, 6.0
CALDARA, Milan, D, 14, 6.0
CALDARA, Milan, D, 15, 6.0
CALDARA, Milan, D, 16, 6.0
CALDARA, Milan, D, 17, 6.0
CALDARA, Milan, D, 18, 6.0
CALDARA, Milan, D, 19, 6.0
CALDARA, Milan, D, 20, 6.0
CALDARA, Milan, D, 21, 6.0
CALDARA, Milan, D, 22, 6.0
CALDARA, Milan, D, 23, 6.0
CALDARA, Milan, D, 24, 6.0
CALDARA, Milan, D, 25, 6.0
CALDARA, Milan, D, 26, 6.0
CALDARA, Milan, D, 27, 6.0
CALDARA, Milan, D, 28, 6.0
CALDARA, Milan, D, 29, 6.0
CALDARA, Milan, D, 30, 6.0
CALDARA, Milan, D, 31, 6.0
CALDARA, Milan, D, 32, 6.0
CALDARA, Milan, D, 33, 6.0
CALDARA, Milan, D, 34, 6.0
CALDARA, Milan, D, 35, 6.0
CALDARA, Milan, D, 36, 6.0
CALDARA, Milan, D, 37, 6.0
CALDARA, Milan, D, 38, 6.0
CANCELO, Juventus, D, 1, 5.5
CANCELO, Juventus, D, 2, 6.0
CANCELO, Juventus, D, 3, 6.0
CANCELO, Juventus, D, 4, 7.0
CANCELO, Juventus, D, 5, 7.0
CANCELO, Juventus, D, 6, 6.5
CANCELO, Juventus, D, 7, 6.0
CANCELO, Juventus, D, 8, 8.5
CANCELO, Juventus, D, 9, 6.5
CANCELO, Juventus, D, 10, 6.0
CANCELO, Juventus, D, 11, 5.0
CANCELO, Juventus, D, 12, 7.0
CANCELO, Juventus, D, 13, 6.0
CANCELO, Juventus, D, 14, 6.5
CANCELO, Juventus, D, 15, 8.0
CANCELO, Juventus, D, 16, 6.0
CANCELO, Juventus, D, 17, 6.0
CANCELO, Juventus, D, 18, 6.0
CANCELO, Juventus, D, 19, 6.0
CANCELO, Juventus, D, 20, 6.0
CANCELO, Juventus, D, 21, 10.5
CANCELO, Juventus, D, 22, 5.0
CANCELO, Juventus, D, 23, 6.0
CANCELO, Juventus, D, 24, 5.5
CANCELO, Juventus, D, 25, 5.5
CANCELO, Juventus, D, 26, 4.5
CANCELO, Juventus, D, 27, 6.0
CANCELO, Juventus, D, 28, 5.0
CANCELO, Juventus, D, 29, 5.5
CANCELO, Juventus, D, 30, 6.0
CANCELO, Juventus, D, 31, 6.0
CANCELO, Juventus, D, 32, 5.0
CANCELO, Juventus, D, 33, 6.0
CANCELO, Juventus, D, 34, 6.0
CANCELO, Juventus, D, 35, 5.0
CANCELO, Juventus, D, 36, 6.0
CANCELO, Juventus, D, 37, 6.0
CANCELO, Juventus, D, 38, 6.0
CAPUANO, Frosinone, D, 1, 6.0
CAPUANO, Frosinone, D, 2, 6.0
CAPUANO, Frosinone, D, 3, 5.0
CAPUANO, Frosinone, D, 4, 6.0
CAPUANO, Frosinone, D, 5, 6.5
CAPUANO, Frosinone, D, 6, 4.5
CAPUANO, Frosinone, D, 7, 5.5
CAPUANO, Frosinone, D, 8, 6.0
CAPUANO, Frosinone, D, 9, 5.5
CAPUANO, Frosinone, D, 10, 7.0
CAPUANO, Frosinone, D, 11, 6.0
CAPUANO, Frosinone, D, 12, 6.0
CAPUANO, Frosinone, D, 13, 4.5
CAPUANO, Frosinone, D, 14, 6.0
CAPUANO, Frosinone, D, 15, 5.0
CAPUANO, Frosinone, D, 16, 4.5
CAPUANO, Frosinone, D, 17, 6.0
CAPUANO, Frosinone, D, 18, 6.0
CAPUANO, Frosinone, D, 19, 3.5
CAPUANO, Frosinone, D, 20, 6.0
CAPUANO, Frosinone, D, 21, 6.5
CAPUANO, Frosinone, D, 22, 5.5
CAPUANO, Frosinone, D, 23, 6.0
CAPUANO, Frosinone, D, 24, 5.0
CAPUANO, Frosinone, D, 25, 5.5
CAPUANO, Frosinone, D, 26, 6.5
CAPUANO, Frosinone, D, 27, 5.5
CAPUANO, Frosinone, D, 28, 5.5
CAPUANO, Frosinone, D, 29, 6.0
CAPUANO, Frosinone, D, 30, 5.5
CAPUANO, Frosinone, D, 31, 5.5
CAPUANO, Frosinone, D, 32, 5.5
CAPUANO, Frosinone, D, 33, 5.5
CAPUANO, Frosinone, D, 34, 6.0
CAPUANO, Frosinone, D, 35, 6.0
CAPUANO, Frosinone, D, 36, 5.0
CAPUANO, Frosinone, D, 37, 6.0
CAPUANO, Frosinone, D, 38, 6.0
CASTAGNE, Atalanta, D, 1, 6.0
CASTAGNE, Atalanta, D, 2, 9.5
CASTAGNE, Atalanta, D, 3, 6.0
CASTAGNE, Atalanta, D, 4, 6.0
CASTAGNE, Atalanta, D, 5, 6.0
CASTAGNE, Atalanta, D, 6, 6.0
CASTAGNE, Atalanta, D, 7, 6.0
CASTAGNE, Atalanta, D, 8, 5.0
CASTAGNE, Atalanta, D, 9, 6.0
CASTAGNE, Atalanta, D, 10, 6.0
CASTAGNE, Atalanta, D, 11, 6.0
CASTAGNE, Atalanta, D, 12, 6.5
CASTAGNE, Atalanta, D, 13, 6.0
CASTAGNE, Atalanta, D, 14, 6.0
CASTAGNE, Atalanta, D, 15, 6.0
CASTAGNE, Atalanta, D, 16, 6.0
CASTAGNE, Atalanta, D, 17, 6.0
CASTAGNE, Atalanta, D, 18, 6.5
CASTAGNE, Atalanta, D, 19, 6.0
CASTAGNE, Atalanta, D, 20, 6.5
CASTAGNE, Atalanta, D, 21, 9.5
CASTAGNE, Atalanta, D, 22, 7.0
CASTAGNE, Atalanta, D, 23, 6.0
CASTAGNE, Atalanta, D, 24, 6.0
CASTAGNE, Atalanta, D, 25, 5.0
CASTAGNE, Atalanta, D, 26, 7.5
CASTAGNE, Atalanta, D, 27, 6.0
CASTAGNE, Atalanta, D, 28, 6.0
CASTAGNE, Atalanta, D, 29, 7.0
CASTAGNE, Atalanta, D, 30, 6.0
CASTAGNE, Atalanta, D, 31, 6.5
CASTAGNE, Atalanta, D, 32, 6.0
CASTAGNE, Atalanta, D, 33, 5.5
CASTAGNE, Atalanta, D, 34, 6.0
CASTAGNE, Atalanta, D, 35, 10.5
CASTAGNE, Atalanta, D, 36, 10.0
CASTAGNE, Atalanta, D, 37, 6.0
CASTAGNE, Atalanta, D, 38, 6.0
CECCHERINI, Fiorentina, D, 1, 6.0
CECCHERINI, Fiorentina, D, 2, 6.0
CECCHERINI, Fiorentina, D, 3, 6.0
CECCHERINI, Fiorentina, D, 4, 6.0
CECCHERINI, Fiorentina, D, 5, 6.0
CECCHERINI, Fiorentina, D, 6, 6.0
CECCHERINI, Fiorentina, D, 7, 6.0
CECCHERINI, Fiorentina, D, 8, 6.0
CECCHERINI, Fiorentina, D, 9, 6.0
CECCHERINI, Fiorentina, D, 10, 6.0
CECCHERINI, Fiorentina, D, 11, 6.0
CECCHERINI, Fiorentina, D, 12, 6.0
CECCHERINI, Fiorentina, D, 13, 6.5
CECCHERINI, Fiorentina, D, 14, 6.0
CECCHERINI, Fiorentina, D, 15, 6.0
CECCHERINI, Fiorentina, D, 16, 6.0
CECCHERINI, Fiorentina, D, 17, 6.0
CECCHERINI, Fiorentina, D, 18, 6.0
CECCHERINI, Fiorentina, D, 19, 5.5
CECCHERINI, Fiorentina, D, 20, 6.0
CECCHERINI, Fiorentina, D, 21, 6.0
CECCHERINI, Fiorentina, D, 22, 6.0
CECCHERINI, Fiorentina, D, 23, 6.0
CECCHERINI, Fiorentina, D, 24, 6.0
CECCHERINI, Fiorentina, D, 25, 5.5
CECCHERINI, Fiorentina, D, 26, 4.5
CECCHERINI, Fiorentina, D, 27, 5.5
CECCHERINI, Fiorentina, D, 28, 5.0
CECCHERINI, Fiorentina, D, 29, 6.0
CECCHERINI, Fiorentina, D, 30, 6.0
CECCHERINI, Fiorentina, D, 31, 6.0
CECCHERINI, Fiorentina, D, 32, 6.0
CECCHERINI, Fiorentina, D, 33, 6.5
CECCHERINI, Fiorentina, D, 34, 6.0
CECCHERINI, Fiorentina, D, 35, 6.0
CECCHERINI, Fiorentina, D, 36, 6.0
CECCHERINI, Fiorentina, D, 37, 6.0
CECCHERINI, Fiorentina, D, 38, 6.0
CEPPITELLI, Cagliari, D, 1, 5.5
CEPPITELLI, Cagliari, D, 2, 6.0
CEPPITELLI, Cagliari, D, 3, 6.0
CEPPITELLI, Cagliari, D, 4, 6.0
CEPPITELLI, Cagliari, D, 5, 6.0
CEPPITELLI, Cagliari, D, 6, 6.0
CEPPITELLI, Cagliari, D, 7, 6.0
CEPPITELLI, Cagliari, D, 8, 6.0
CEPPITELLI, Cagliari, D, 9, 6.0
CEPPITELLI, Cagliari, D, 10, 6.5
CEPPITELLI, Cagliari, D, 11, 5.5
CEPPITELLI, Cagliari, D, 12, 6.0
CEPPITELLI, Cagliari, D, 13, 6.0
CEPPITELLI, Cagliari, D, 14, 5.5
CEPPITELLI, Cagliari, D, 15, 5.0
CEPPITELLI, Cagliari, D, 16, 6.0
CEPPITELLI, Cagliari, D, 17, 6.0
CEPPITELLI, Cagliari, D, 18, 6.0
CEPPITELLI, Cagliari, D, 19, 3.5
CEPPITELLI, Cagliari, D, 20, 6.0
CEPPITELLI, Cagliari, D, 21, 5.0
CEPPITELLI, Cagliari, D, 22, 6.0
CEPPITELLI, Cagliari, D, 23, 2.5
CEPPITELLI, Cagliari, D, 24, 7.0
CEPPITELLI, Cagliari, D, 25, 6.0
CEPPITELLI, Cagliari, D, 26, 6.0
CEPPITELLI, Cagliari, D, 27, 5.0
CEPPITELLI, Cagliari, D, 28, 9.5
CEPPITELLI, Cagliari, D, 29, 6.0
CEPPITELLI, Cagliari, D, 30, 5.0
CEPPITELLI, Cagliari, D, 31, 5.5
CEPPITELLI, Cagliari, D, 32, 6.0
CEPPITELLI, Cagliari, D, 33, 6.5
CEPPITELLI, Cagliari, D, 34, 4.5
CEPPITELLI, Cagliari, D, 35, 5.5
CEPPITELLI, Cagliari, D, 36, 6.0
CEPPITELLI, Cagliari, D, 37, 6.0
CEPPITELLI, Cagliari, D, 38, 6.0
CESAR, Chievo, D, 1, 6.0
CESAR, Chievo, D, 2, 6.0
CESAR, Chievo, D, 3, 6.0
CESAR, Chievo, D, 4, 6.0
CESAR, Chievo, D, 5, 6.0
CESAR, Chievo, D, 6, 6.0
CESAR, Chievo, D, 7, 6.0
CESAR, Chievo, D, 8, 6.0
CESAR, Chievo, D, 9, 6.0
CESAR, Chievo, D, 10, 5.0
CESAR, Chievo, D, 11, 6.0
CESAR, Chievo, D, 12, 6.0
CESAR, Chievo, D, 13, 6.0
CESAR, Chievo, D, 14, 6.0
CESAR, Chievo, D, 15, 6.0
CESAR, Chievo, D, 16, 6.0
CESAR, Chievo, D, 17, 6.0
CESAR, Chievo, D, 18, 5.0
CESAR, Chievo, D, 19, 6.0
CESAR, Chievo, D, 20, 6.0
CESAR, Chievo, D, 21, 5.0
CESAR, Chievo, D, 22, 6.0
CESAR, Chievo, D, 23, 6.0
CESAR, Chievo, D, 24, 6.0
CESAR, Chievo, D, 25, 6.0
CESAR, Chievo, D, 26, 6.0
CESAR, Chievo, D, 27, 6.0
CESAR, Chievo, D, 28, 5.5
CESAR, Chievo, D, 29, 6.0
CESAR, Chievo, D, 30, 5.0
CESAR, Chievo, D, 31, 6.0
CESAR, Chievo, D, 32, 9.5
CESAR, Chievo, D, 33, 6.0
CESAR, Chievo, D, 34, 5.0
CESAR, Chievo, D, 35, 5.0
CESAR, Chievo, D, 36, 6.0
CESAR, Chievo, D, 37, 6.5
CESAR, Chievo, D, 38, 6.5
CHIELLINI, Juventus, D, 1, 7.5
CHIELLINI, Juventus, D, 2, 7.0
CHIELLINI, Juventus, D, 3, 6.0
CHIELLINI, Juventus, D, 4, 6.0
CHIELLINI, Juventus, D, 5, 6.5
CHIELLINI, Juventus, D, 6, 6.0
CHIELLINI, Juventus, D, 7, 7.0
CHIELLINI, Juventus, D, 8, 6.5
CHIELLINI, Juventus, D, 9, 6.0
CHIELLINI, Juventus, D, 10, 6.0
CHIELLINI, Juventus, D, 11, 6.0
CHIELLINI, Juventus, D, 12, 6.5
CHIELLINI, Juventus, D, 13, 6.0
CHIELLINI, Juventus, D, 14, 10.5
CHIELLINI, Juventus, D, 15, 7.0
CHIELLINI, Juventus, D, 16, 6.5
CHIELLINI, Juventus, D, 17, 6.5
CHIELLINI, Juventus, D, 18, 6.0
CHIELLINI, Juventus, D, 19, 7.0
CHIELLINI, Juventus, D, 20, 6.0
CHIELLINI, Juventus, D, 21, 5.5
CHIELLINI, Juventus, D, 22, 6.0
CHIELLINI, Juventus, D, 23, 6.0
CHIELLINI, Juventus, D, 24, 6.5
CHIELLINI, Juventus, D, 25, 6.0
CHIELLINI, Juventus, D, 26, 5.5
CHIELLINI, Juventus, D, 27, 6.0
CHIELLINI, Juventus, D, 28, 6.0
CHIELLINI, Juventus, D, 29, 6.5
CHIELLINI, Juventus, D, 30, 6.5
CHIELLINI, Juventus, D, 31, 6.0
CHIELLINI, Juventus, D, 32, 6.0
CHIELLINI, Juventus, D, 33, 6.0
CHIELLINI, Juventus, D, 34, 5.5
CHIELLINI, Juventus, D, 35, 6.0
CHIELLINI, Juventus, D, 36, 5.5
CHIELLINI, Juventus, D, 37, 6.0
CHIELLINI, Juventus, D, 38, 6.0
CHIRICHES, Napoli, D, 1, 6.0
CHIRICHES, Napoli, D, 2, 6.0
CHIRICHES, Napoli, D, 3, 6.0
CHIRICHES, Napoli, D, 4, 6.0
CHIRICHES, Napoli, D, 5, 6.0
CHIRICHES, Napoli, D, 6, 6.0
CHIRICHES, Napoli, D, 7, 6.0
CHIRICHES, Napoli, D, 8, 6.0
CHIRICHES, Napoli, D, 9, 6.0
CHIRICHES, Napoli, D, 10, 6.0
CHIRICHES, Napoli, D, 11, 6.0
CHIRICHES, Napoli, D, 12, 6.0
CHIRICHES, Napoli, D, 13, 6.0
CHIRICHES, Napoli, D, 14, 6.0
CHIRICHES, Napoli, D, 15, 6.0
CHIRICHES, Napoli, D, 16, 6.0
CHIRICHES, Napoli, D, 17, 6.0
CHIRICHES, Napoli, D, 18, 6.0
CHIRICHES, Napoli, D, 19, 6.0
CHIRICHES, Napoli, D, 20, 6.0
CHIRICHES, Napoli, D, 21, 6.0
CHIRICHES, Napoli, D, 22, 6.0
CHIRICHES, Napoli, D, 23, 6.0
CHIRICHES, Napoli, D, 24, 6.0
CHIRICHES, Napoli, D, 25, 6.0
CHIRICHES, Napoli, D, 26, 6.0
CHIRICHES, Napoli, D, 27, 6.0
CHIRICHES, Napoli, D, 28, 6.0
CHIRICHES, Napoli, D, 29, 6.0
CHIRICHES, Napoli, D, 30, 6.0
CHIRICHES, Napoli, D, 31, 6.0
CHIRICHES, Napoli, D, 32, 6.0
CHIRICHES, Napoli, D, 33, 6.0
CHIRICHES, Napoli, D, 34, 6.0
CHIRICHES, Napoli, D, 35, 6.0
CHIRICHES, Napoli, D, 36, 6.0
CHIRICHES, Napoli, D, 37, 6.0
CHIRICHES, Napoli, D, 38, 6.0
CIONEK, SPAL, D, 1, 6.0
CIONEK, SPAL, D, 2, 6.0
CIONEK, SPAL, D, 3, 5.5
CIONEK, SPAL, D, 4, 6.0
CIONEK, SPAL, D, 5, 5.0
CIONEK, SPAL, D, 6, 6.0
CIONEK, SPAL, D, 7, 5.0
CIONEK, SPAL, D, 8, 5.0
CIONEK, SPAL, D, 9, 7.0
CIONEK, SPAL, D, 10, 5.0
CIONEK, SPAL, D, 11, 5.0
CIONEK, SPAL, D, 12, 6.5
CIONEK, SPAL, D, 13, 5.5
CIONEK, SPAL, D, 14, 3.0
CIONEK, SPAL, D, 15, 6.0
CIONEK, SPAL, D, 16, 6.0
CIONEK, SPAL, D, 17, 5.0
CIONEK, SPAL, D, 18, 5.5
CIONEK, SPAL, D, 19, 5.5
CIONEK, SPAL, D, 20, 5.5
CIONEK, SPAL, D, 21, 6.0
CIONEK, SPAL, D, 22, 5.5
CIONEK, SPAL, D, 23, 5.5
CIONEK, SPAL, D, 24, 4.5
CIONEK, SPAL, D, 25, 6.0
CIONEK, SPAL, D, 26, 3.0
CIONEK, SPAL, D, 27, 6.0
CIONEK, SPAL, D, 28, 6.5
CIONEK, SPAL, D, 29, 5.5
CIONEK, SPAL, D, 30, 7.0
CIONEK, SPAL, D, 31, 6.0
CIONEK, SPAL, D, 32, 6.0
CIONEK, SPAL, D, 33, 6.0
CIONEK, SPAL, D, 34, 6.0
CIONEK, SPAL, D, 35, 6.5
CIONEK, SPAL, D, 36, 4.5
CIONEK, SPAL, D, 37, 6.0
CIONEK, SPAL, D, 38, 6.0
COLLEY, Sampdoria, D, 1, 6.0
COLLEY, Sampdoria, D, 2, 5.0
COLLEY, Sampdoria, D, 3, 6.0
COLLEY, Sampdoria, D, 4, 7.0
COLLEY, Sampdoria, D, 5, 6.0
COLLEY, Sampdoria, D, 6, 6.5
COLLEY, Sampdoria, D, 7, 6.0
COLLEY, Sampdoria, D, 8, 6.0
COLLEY, Sampdoria, D, 9, 6.0
COLLEY, Sampdoria, D, 10, 6.0
COLLEY, Sampdoria, D, 11, 6.0
COLLEY, Sampdoria, D, 12, 5.5
COLLEY, Sampdoria, D, 13, 6.0
COLLEY, Sampdoria, D, 14, 6.0
COLLEY, Sampdoria, D, 15, 5.0
COLLEY, Sampdoria, D, 16, 6.0
COLLEY, Sampdoria, D, 17, 6.0
COLLEY, Sampdoria, D, 18, 6.5
COLLEY, Sampdoria, D, 19, 6.0
COLLEY, Sampdoria, D, 20, 6.0
COLLEY, Sampdoria, D, 21, 7.0
